Time,Accel-X (g), Accel-Y (g), Accel-Z (g), Gyro-X (d/s), Gyro-Y (d/s), Gyro-Z (d/s)
2026-05-05 16:31:23.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:31:23.285,-0.670410,0.652832,0.099609,0.732422,-0.976563,-0.122070
2026-05-05 16:31:23.289,-0.662598,0.634766,0.103027,0.000000,-1.037598,-1.159668
2026-05-05 16:31:23.295,-0.643799,0.616211,0.098877,-0.244141,-0.976563,-1.647949
2026-05-05 16:31:23.299,-0.641602,0.605469,0.112549,0.183105,-0.732422,-1.770020
2026-05-05 16:31:23.305,-0.631348,0.568604,0.106445,0.427246,0.061035,-1.647949
2026-05-05 16:31:23.309,-0.622559,0.562500,0.091064,0.183105,0.061035,-0.915527
2026-05-05 16:31:23.315,-0.627197,0.552490,0.093506,-0.305176,-0.427246,-0.183105
2026-05-05 16:31:23.319,-0.624268,0.569092,0.089844,0.000000,-0.122070,0.671387
2026-05-05 16:31:23.325,-0.628418,0.581543,0.087891,0.305176,0.244141,1.220703
2026-05-05 16:31:23.329,-0.641602,0.579590,0.078125,0.427246,0.366211,1.831055
2026-05-05 16:31:23.335,-0.646973,0.614258,0.072510,0.854492,0.061035,2.075195
2026-05-05 16:31:23.339,-0.653564,0.622314,0.073730,0.366211,-0.427246,2.014160
2026-05-05 16:31:23.345,-0.664063,0.655518,0.078369,0.732422,-0.610352,1.525879
2026-05-05 16:31:23.349,-0.664795,0.642822,0.081299,0.671387,-0.427246,0.671387
2026-05-05 16:31:23.355,-0.666748,0.650879,0.079102,0.915527,-0.549316,0.122070
2026-05-05 16:31:23.359,-0.658691,0.632568,0.083008,0.427246,-1.037598,-0.793457
2026-05-05 16:31:23.365,-0.652100,0.616211,0.088867,0.244141,-1.159668,-1.037598
2026-05-05 16:31:23.369,-0.644043,0.610107,0.091797,0.549316,-0.915527,-1.342773
2026-05-05 16:31:23.375,-0.629395,0.577881,0.094238,0.549316,-0.671387,-1.220703
2026-05-05 16:31:23.380,-0.631592,0.582520,0.100586,0.610352,-0.732422,-0.549316
2026-05-05 16:31:23.384,-0.628906,0.562744,0.104004,0.183105,-0.732422,-0.366211
2026-05-05 16:31:23.390,-0.627197,0.572998,0.101318,0.366211,-0.488281,0.549316
2026-05-05 16:31:23.394,-0.633057,0.580811,0.104004,0.610352,-0.183105,0.854492
2026-05-05 16:31:23.400,-0.639648,0.582031,0.096924,0.549316,0.061035,1.342773
2026-05-05 16:31:23.404,-0.648438,0.617432,0.090820,0.549316,-0.122070,1.770020
2026-05-05 16:31:23.410,-0.650635,0.607910,0.088623,0.183105,0.000000,1.586914
2026-05-05 16:31:23.414,-0.654541,0.652344,0.084229,0.610352,0.000000,1.708984
2026-05-05 16:31:23.420,-0.647461,0.624512,0.084229,0.061035,0.000000,0.671387
2026-05-05 16:31:23.424,-0.657959,0.601807,0.078125,0.000000,0.122070,0.549316
2026-05-05 16:31:23.430,-0.657227,0.628174,0.073242,0.854492,-0.183105,0.671387
2026-05-05 16:31:23.434,-0.646240,0.643066,0.082031,0.488281,-0.854492,0.061035
2026-05-05 16:31:23.440,-0.658936,0.619141,0.080322,-0.244141,-0.732422,-0.488281
2026-05-05 16:31:23.444,-0.647705,0.618896,0.074219,1.098633,-0.427246,-0.610352
2026-05-05 16:31:23.450,-0.636719,0.596924,0.085938,0.854492,-0.732422,-0.793457
2026-05-05 16:31:23.454,-0.643311,0.597412,0.086426,0.000000,-1.037598,-0.732422
2026-05-05 16:31:23.460,-0.629395,0.578125,0.087158,0.244141,-1.037598,-0.427246
2026-05-05 16:31:23.464,-0.634033,0.582275,0.105225,0.976563,-0.854492,0.305176
2026-05-05 16:31:23.470,-0.635742,0.585205,0.097168,0.915527,-0.427246,0.366211
2026-05-05 16:31:23.474,-0.635498,0.594482,0.091309,0.854492,-0.549316,1.037598
2026-05-05 16:31:23.480,-0.648438,0.609863,0.109131,0.427246,-0.732422,1.037598
