Time,Accel-X (g), Accel-Y (g), Accel-Z (g), Gyro-X (d/s), Gyro-Y (d/s), Gyro-Z (d/s)
2026-05-05 16:33:21.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-05-05 16:33:21.285,-0.620117,0.624756,0.083984,1.525879,0.000000,4.150391
2026-05-05 16:33:21.289,-0.634521,0.661377,0.079834,0.793457,-0.183105,3.845215
2026-05-05 16:33:21.295,-0.660645,0.690430,0.084229,0.793457,-0.427246,3.295898
2026-05-05 16:33:21.299,-0.665527,0.707764,0.078857,1.037598,0.000000,1.953125
2026-05-05 16:33:21.305,-0.658936,0.713135,0.069580,0.671387,-0.122070,0.610352
2026-05-05 16:33:21.309,-0.662842,0.713623,0.078125,0.000000,-0.793457,-0.976563
2026-05-05 16:33:21.315,-0.649414,0.673096,0.081055,-0.427246,-0.671387,-2.502441
2026-05-05 16:33:21.319,-0.618164,0.651123,0.073730,0.183105,-0.366211,-2.990723
2026-05-05 16:33:21.325,-0.580078,0.568604,0.082764,-0.488281,-0.732422,-3.356934
2026-05-05 16:33:21.329,-0.575684,0.458008,0.073242,-1.342773,-0.854492,-2.075195
2026-05-05 16:33:21.335,-0.582764,0.531738,0.086670,2.075195,-0.854492,1.647949
2026-05-05 16:33:21.339,-0.541016,0.475830,0.087158,0.305176,-0.305176,2.380371
2026-05-05 16:33:21.345,-0.608154,0.557861,0.090820,0.854492,-0.488281,5.371094
2026-05-05 16:33:21.349,-0.635498,0.605469,0.084229,1.708984,-0.122070,5.920410
2026-05-05 16:33:21.355,-0.643311,0.689941,0.085938,2.380371,-0.122070,6.958008
2026-05-05 16:33:21.359,-0.704590,0.799072,0.092529,0.976563,-0.671387,5.065918
2026-05-05 16:33:21.365,-0.711914,0.779785,0.085449,0.488281,-0.061035,2.197266
2026-05-05 16:33:21.369,-0.699951,0.819580,0.082031,1.464844,0.183105,-0.244141
